,fips,county,state
29161,20141.0,Osborne,Kansas
29314,23003.0,Aroostook,Maine
29327,23029.0,Washington,Maine
29407,26095.0,Luce,Michigan
29591,29045.0,Clark,Missouri
29612,29115.0,Linn,Missouri
29634,29195.0,Saline,Missouri
29655,30035.0,Glacier,Montana
29691,31121.0,Merrick,Nebraska
29711,33007.0,Coos,New Hampshire
29827,37017.0,Bladen,North Carolina
29838,37041.0,Chowan,North Carolina
29860,37087.0,Haywood,North Carolina
29913,38027.0,Eddy,North Dakota
29927,38087.0,Slope,North Dakota
30027,40053.0,Grant,Oklahoma
30038,40093.0,Major,Oklahoma
30041,40089.0,McCurtain,Oklahoma
30067,41013.0,Crook,Oregon
30107,42035.0,Clinton,Pennsylvania
30402,48281.0,Lampasas,Texas
30448,48449.0,Titus,Texas
30470,49007.0,Carbon,Utah
30472,49013.0,Duchesne,Utah
30473,49015.0,Emery,Utah
30475,49019.0,Grand,Utah
30477,49023.0,Juab,Utah
30479,49027.0,Millard,Utah
30518,51530.0,Buena Vista city,Virginia
30520,51033.0,Caroline,Virginia
30530,51595.0,Emporia city,Virginia
30557,51678.0,Lexington city,Virginia
30584,51155.0,Pulaski,Virginia
30586,51159.0,Richmond,Virginia
30607,51193.0,Westmoreland,Virginia
30610,51195.0,Wise,Virginia
30614,53003.0,Asotin,Washington
30665,54057.0,Mineral,West Virginia
30683,55005.0,Barron,Wisconsin
30723,55107.0,Rusk,Wisconsin
30744,56023.0,Lincoln,Wyoming
30859,5039.0,Dallas,Arkansas
30996,8091.0,Ouray,Colorado
31038,12029.0,Dixie,Florida
31054,12065.0,Jefferson,Florida
31228,13305.0,Wayne,Georgia
31252,16029.0,Caribou,Idaho
31297,17079.0,Jasper,Illinois
31306,17103.0,Lee,Illinois
31314,17125.0,Mason,Illinois
31327,17149.0,Pike,Illinois
31391,18101.0,Martin,Indiana
31418,18161.0,Union,Indiana
31453,19075.0,Grundy,Iowa
31459,19089.0,Howard,Iowa
31468,19111.0,Lee,Iowa
31475,19129.0,Mills,Iowa
31517,20073.0,Greenwood,Kansas
31521,20089.0,Jewell,Kansas
31562,21033.0,Caldwell,Kentucky
31568,21053.0,Clinton,Kentucky
31609,21183.0,Ohio,Kentucky
31612,21193.0,Perry,Kentucky
31849,27085.0,McLeod,Minnesota
31855,27119.0,Polk,Minnesota
32002,29147.0,Nodaway,Missouri
32030,30001.0,Beaverhead,Montana
32058,31031.0,Cherry,Nebraska
32134,35027.0,Lincoln,New Mexico
32135,35028.0,Los Alamos,New Mexico
32211,37009.0,Ashe,North Carolina
32288,37185.0,Warren,North Carolina
32321,39001.0,Adams,Ohio
32448,40141.0,Tillman,Oklahoma
32533,42113.0,Sullivan,Pennsylvania
32542,42131.0,Wyoming,Pennsylvania
32700,47161.0,Stewart,Tennessee
32716,48003.0,Andrews,Texas
32776,48211.0,Hemphill,Texas
32784,48233.0,Hutchinson,Texas
32808,48319.0,Mason,Texas
32847,48455.0,Trinity,Texas
32848,48457.0,Tyler,Texas
32921,51037.0,Charlotte,Virginia
32997,51790.0,Staunton city,Virginia
33046,53069.0,Wahkiakum,Washington
33109,55071.0,Manitowoc,Wisconsin
33127,55115.0,Shawano,Wisconsin
33142,56011.0,Crook,Wyoming
33288,5107.0,Phillips,Arkansas
33310,5149.0,Yell,Arkansas
33530,13079.0,Crawford,Georgia
33683,17007.0,Boone,Illinois
33685,17013.0,Calhoun,Illinois
33702,17059.0,Gallatin,Illinois
33765,18027.0,Daviess,Indiana
33855,19039.0,Clarke,Iowa
33867,19079.0,Hamilton,Iowa
33929,20061.0,Geary,Kansas
33954,20157.0,Republic,Kansas
33962,20197.0,Wabaunsee,Kansas
33965,21001.0,Adair,Kentucky
33983,21043.0,Carter,Kentucky
33997,21089.0,Greenup,Kentucky
34006,21115.0,Johnson,Kentucky
34011,21131.0,Leslie,Kentucky
34012,21133.0,Letcher,Kentucky
34024,21149.0,McLean,Kentucky
34028,21171.0,Monroe,Kentucky
34037,21195.0,Pike,Kentucky
34263,27055.0,Houston,Minnesota
34281,27117.0,Pipestone,Minnesota
34364,28131.0,Stone,Mississippi
34496,31097.0,Johnson,Nebraska
34506,31137.0,Phelps,Nebraska
34511,31159.0,Seward,Nebraska
34701,37141.0,Pender,North Carolina
34734,38029.0,Emmons,North Dakota
34804,39111.0,Monroe,Ohio
34907,41055.0,Sherman,Oregon
34942,42057.0,Fulton,Pennsylvania
35099,47077.0,Henderson,Tennessee
35155,48007.0,Aransas,Texas
35537,55037.0,Florence,Wisconsin
35667,2195.0,Petersburg Borough,Alaska
35695,5021.0,Clay,Arkansas
35708,5047.0,Franklin,Arkansas
35716,5065.0,Izard,Arkansas
35723,5083.0,Logan,Arkansas
35771,6033.0,Lake,California
35897,12047.0,Hamilton,Florida
35941,13003.0,Atkinson,Georgia
35952,13025.0,Brantley,Georgia
35989,13101.0,Echols,Georgia
36016,13161.0,Jeff Davis,Georgia
36074,13283.0,Treutlen,Georgia
36159,17081.0,Jefferson,Illinois
36199,17185.0,Wabash,Illinois
36268,18131.0,Pulaski,Indiana
36308,19037.0,Chickasaw,Iowa
36319,19069.0,Franklin,Iowa
36342,19125.0,Marion,Iowa
36366,19189.0,Winnebago,Iowa
36404,20129.0,Morton,Kansas
36572,22123.0,West Carroll,Louisiana
36688,26141.0,Presque Isle,Michigan
36738,27101.0,Murray,Minnesota
36745,27127.0,Redwood,Minnesota
36784,28041.0,Greene,Mississippi
36872,29075.0,Gentry,Missouri
36887,29123.0,Madison,Missouri
36900,29161.0,Phelps,Missouri
36923,29227.0,Worth,Missouri
36954,31033.0,Cheyenne,Nebraska
36957,31041.0,Custer,Nebraska
36981,31167.0,Stanton,Nebraska
37275,39115.0,Morgan,Ohio
37279,39125.0,Paulding,Ohio
37285,39137.0,Putnam,Ohio
37289,39145.0,Scioto,Ohio
37326,40067.0,Jefferson,Oklahoma
37366,41015.0,Curry,Oregon
37742,48371.0,Pecos,Texas
37781,48505.0,Zapata,Texas
37818,78010.0,St. Croix,Virgin Islands
37819,78020.0,St. John,Virgin Islands
37820,78030.0,St. Thomas,Virgin Islands
37828,51011.0,Appomattox,Virginia
37858,51071.0,Giles,Virginia
37912,51167.0,Russell,Virginia
37983,54041.0,Lewis,West Virginia
38000,54091.0,Taylor,West Virginia
38033,55061.0,Kewaunee,Wisconsin
38062,55137.0,Waushara,Wisconsin
38150,2050.0,Bethel Census Area,Alaska
38385,12041.0,Gilchrist,Florida
38425,12123.0,Taylor,Florida
38499,13141.0,Hancock,Georgia
38621,16077.0,Power,Idaho
38636,17029.0,Coles,Illinois
38663,17101.0,Lawrence,Illinois
38687,17159.0,Richland,Illinois
38691,17173.0,Shelby,Illinois
38802,19021.0,Buena Vista,Iowa
38814,19055.0,Delaware,Iowa
38820,19073.0,Greene,Iowa
38872,20007.0,Barber,Kansas
38916,20163.0,Rooks,Kansas
38918,20171.0,Scott,Kansas
38920,20175.0,Seward,Kansas
38960,21087.0,Green,Kentucky
38965,21099.0,Hart,Kentucky
39012,21219.0,Todd,Kentucky
39030,22023.0,Cameron,Louisiana
39182,26105.0,Mason,Michigan
39257,27135.0,Roseau,Minnesota
39264,27151.0,Swift,Minnesota
39379,29059.0,Dallas,Missouri
39388,29089.0,Howard,Missouri
39409,29149.0,Oregon,Missouri
39417,29167.0,Polk,Missouri
39425,29199.0,Scotland,Missouri
39691,37153.0,Richmond,North Carolina
39713,38011.0,Bowman,North Dakota
39788,39105.0,Meigs,Ohio
39824,40007.0,Beaver,Oklahoma
39839,40043.0,Dewey,Oklahoma
39856,40095.0,Marshall,Oklahoma
39934,42047.0,Elk,Pennsylvania
39943,42065.0,Jefferson,Pennsylvania
40168,48059.0,Callahan,Texas
40182,48107.0,Crosby,Texas
40183,48111.0,Dallam,Texas
40211,48193.0,Hamilton,Texas
40212,48195.0,Hansford,Texas
40236,48275.0,Knox,Texas
40257,48335.0,Mitchell,Texas
40339,50013.0,Grand Isle,Vermont
40365,51027.0,Buchanan,Virginia
40377,51045.0,Craig,Virginia
40381,51053.0,Dinwiddie,Virginia
40413,51111.0,Lunenburg,Virginia
40440,51157.0,Rappahannock,Virginia
40510,54009.0,Brooke,West Virginia
40512,54019.0,Fayette,West Virginia
40525,54047.0,McDowell,West Virginia
40530,54067.0,Nicholas,West Virginia
40541,54095.0,Tyler,West Virginia
40546,54109.0,Wyoming,West Virginia
40576,55065.0,Lafayette,Wisconsin
40757,5087.0,Madison,Arkansas
40941,12067.0,Lafayette,Florida
41194,17067.0,Hancock,Illinois
41238,17175.0,Stark,Illinois
41416,19195.0,Worth,Iowa
41479,21007.0,Ballard,Kentucky
41518,21109.0,Jackson,Kentucky
41569,21235.0,Whitley,Kentucky
41753,26153.0,Schoolcraft,Michigan
41804,27115.0,Pine,Minnesota
41992,29221.0,Washington,Missouri
42016,30083.0,Richland,Montana
42293,38093.0,Stutsman,North Dakota
42331,39069.0,Henry,Ohio
42335,39079.0,Jackson,Ohio
42615,46102.0,Oglala Lakota,South Dakota
42643,47039.0,Decatur,Tennessee
42719,48025.0,Bee,Texas
42751,48119.0,Delta,Texas
42753,48125.0,Dickens,Texas
42763,48153.0,Floyd,Texas
42766,48163.0,Frio,Texas
42798,48253.0,Jones,Texas
42906,50009.0,Essex,Vermont
43079,54005.0,Boone,West Virginia
43080,54007.0,Braxton,West Virginia
43085,54027.0,Hampshire,West Virginia
43250,1105.0,Perry,Alabama
43433,8047.0,Gilpin,Colorado
43457,8099.0,Prowers,Colorado
43805,17153.0,Pulaski,Illinois
43811,17169.0,Schuyler,Illinois
44098,21121.0,Knox,Kentucky
44436,28065.0,Jefferson Davis,Mississippi
44560,29185.0,St. Clair,Missouri
44569,29217.0,Vernon,Missouri
44598,30095.0,Stillwater,Montana
44604,31021.0,Burt,Nebraska
44630,31143.0,Polk,Nebraska
44647,32033.0,White Pine,Nevada
44684,35007.0,Colfax,New Mexico
44808,37103.0,Jones,North Carolina
44874,38077.0,Richland,North Dakota
44941,39121.0,Noble,Ohio
45186,46031.0,Corson,South Dakota
45194,46073.0,Jerauld,South Dakota
45306,48019.0,Bandera,Texas
45382,48237.0,Jack,Texas
45407,48313.0,Madison,Texas
45412,48307.0,McCulloch,Texas
45438,48403.0,Sabine,Texas
45442,48415.0,Scurry,Texas
45548,51063.0,Floyd,Virginia
45584,51119.0,Middlesex,Virginia
45711,54099.0,Wayne,West Virginia
45764,55113.0,Sawyer,Wisconsin
45929,5089.0,Marion,Arkansas
46121,12077.0,Liberty,Florida
46368,17057.0,Fulton,Illinois
46370,17061.0,Greene,Illinois
46490,18123.0,Perry,Indiana
46578,19143.0,Osceola,Iowa
46590,19175.0,Union,Iowa
46747,21223.0,Trimble,Kentucky
46920,26109.0,Menominee,Michigan
46987,27105.0,Nobles,Minnesota
47185,30003.0,Big Horn,Montana
47218,31035.0,Clay,Nebraska
47225,31061.0,Franklin,Nebraska
47249,31181.0,Webster,Nebraska
47304,35029.0,Luna,New Mexico
47488,38081.0,Sargent,North Dakota
47621,40099.0,Murray,Oklahoma
47625,40107.0,Okfuskee,Oklahoma
47819,46097.0,Miner,South Dakota
47950,48095.0,Concho,Texas
47951,48097.0,Cooke,Texas
48000,48227.0,Howard,Texas
48055,48379.0,Rains,Texas
48068,48429.0,Stephens,Texas
48092,48495.0,Winkler,Texas
48164,51570.0,Colonial Heights city,Virginia
48172,51600.0,Fairfax city,Virginia
48240,51169.0,Scott,Virginia
48285,53049.0,Pacific,Washington
48386,55095.0,Polk,Wisconsin
48418,56027.0,Niobrara,Wyoming
48500,2198.0,Prince of Wales-Hyder Census Area,Alaska
48882,13209.0,Montgomery,Georgia
49028,17109.0,McDonough,Illinois
49039,17145.0,Perry,Illinois
49057,17187.0,Warren,Illinois
49249,20051.0,Ellis,Kansas
49256,20075.0,Hamilton,Kansas
49277,20147.0,Phillips,Kansas
49324,21069.0,Fleming,Kentucky
49327,21077.0,Gallatin,Kentucky
49345,21119.0,Knott,Kentucky
49380,21205.0,Rowan,Kentucky
49449,22107.0,Tensas,Louisiana
49517,26007.0,Alpena,Michigan
49552,26085.0,Lake,Michigan
49593,27005.0,Becker,Minnesota
49742,29003.0,Andrew,Missouri
49777,29093.0,Iron,Missouri
49841,30037.0,Golden Valley,Montana
49862,31013.0,Box Butte,Nebraska
49891,31139.0,Pierce,Nebraska
49900,31179.0,Wayne,Nebraska
49961,35037.0,Quay,New Mexico
50143,38079.0,Rolette,North Dakota
50188,39073.0,Hocking,Ohio
50305,41011.0,Coos,Oregon
50481,46111.0,Sanborn,South Dakota
50620,48127.0,Dimmit,Texas
50983,54063.0,Monroe,West Virginia
50994,54089.0,Summers,West Virginia
51048,55099.0,Price,Wisconsin
51117,1061.0,Geneva,Alabama
51496,13109.0,Evans,Georgia
51729,18007.0,Benton,Indiana
51788,18125.0,Pike,Indiana
51926,20093.0,Kearny,Kansas
51955,20187.0,Stanton,Kansas
52035,21175.0,Morgan,Kentucky
52041,21189.0,Owsley,Kentucky
52056,21221.0,Trigg,Kentucky
52309,27125.0,Red Lake,Minnesota
52313,27133.0,Rock,Minnesota
52322,27153.0,Todd,Minnesota
52545,31043.0,Dakota,Nebraska
53156,46119.0,Sully,South Dakota
53160,46129.0,Walworth,South Dakota
53641,54023.0,Grant,West Virginia
53658,54059.0,Mingo,West Virginia
53745,56003.0,Big Horn,Wyoming
53890,5067.0,Jackson,Arkansas
54353,17087.0,Johnson,Illinois
54511,19029.0,Cass,Iowa
54920,26119.0,Montmorency,Michigan
55260,32001.0,Churchill,Nevada
55431,37099.0,Jackson,North Carolina
55597,40003.0,Alfalfa,Oklahoma
55826,46069.0,Hyde,South Dakota
55893,47095.0,Lake,Tennessee
55930,47175.0,Van Buren,Tennessee
56064,48345.0,Motley,Texas
56195,51610.0,Falls Church city,Virginia
56392,55047.0,Green Lake,Wisconsin
57020,17025.0,Clay,Illinois
57286,20041.0,Dickinson,Kansas
57358,21045.0,Casey,Kentucky
57371,21079.0,Garrard,Kentucky
57398,21139.0,Livingston,Kentucky
57948,31151.0,Saline,Nebraska
58168,37177.0,Tyrrell,North Carolina
58323,40069.0,Johnston,Oklahoma
58373,41031.0,Jefferson,Oregon
58645,48011.0,Armstrong,Texas
58689,48131.0,Duval,Texas
58816,48487.0,Wilbarger,Texas
59047,54043.0,Lincoln,West Virginia
59136,55129.0,Washburn,Wisconsin
59239,2180.0,Nome Census Area,Alaska
59797,17181.0,Union,Illinois
60038,20183.0,Smith,Kansas
60274,26001.0,Alcona,Michigan
60393,27107.0,Norman,Minnesota
60531,29061.0,Daviess,Missouri
60540,29087.0,Holt,Missouri
60557,29131.0,Miller,Missouri
60619,30073.0,Pondera,Montana
60656,31123.0,Morrill,Nebraska
60958,39067.0,Harrison,Ohio
61327,47127.0,Moore,Tennessee
61370,48035.0,Bosque,Texas
61418,48161.0,Freestone,Texas
61558,49041.0,Sevier,Utah
61956,2150.0,Kodiak Island Borough,Alaska
62439,17003.0,Alexander,Illinois
63000,26013.0,Baraga,Michigan
63111,27095.0,Mille Lacs,Minnesota
63371,31093.0,Howard,Nebraska
63381,31125.0,Nance,Nebraska
63981,46101.0,Moody,South Dakota
64187,48283.0,La Salle,Texas
64201,48315.0,Marion,Texas
64231,48387.0,Red River,Texas
64232,48393.0,Roberts,Texas
64242,48421.0,Sherman,Texas
64350,51057.0,Essex,Virginia
65199,17071.0,Henderson,Illinois
65257,17191.0,Wayne,Illinois
65443,20017.0,Chase,Kansas
65495,20181.0,Sherman,Kansas
65503,20205.0,Wilson,Kansas
65812,27001.0,Aitkin,Minnesota
66095,31023.0,Butler,Nebraska
66129,31145.0,Red Willow,Nebraska
66505,40061.0,Haskell,Oklahoma
66522,40091.0,McIntosh,Oklahoma
66546,40151.0,Woods,Oklahoma
66807,47143.0,Rhea,Tennessee
67022,48507.0,Zavala,Texas
67946,17065.0,Hamilton,Illinois
68491,26019.0,Benzie,Michigan
68592,27069.0,Kittson,Minnesota
68764,29111.0,Lewis,Missouri
68771,29127.0,Marion,Missouri
68862,31065.0,Furnas,Nebraska
68902,32021.0,Mineral,Nevada
68949,35019.0,Guadalupe,New Mexico
69262,40059.0,Harper,Oklahoma
69513,47033.0,Crockett,Tennessee
69615,48065.0,Carson,Texas
69780,48501.0,Yoakum,Texas
69799,49039.0,Sanpete,Utah
71005,20179.0,Sheridan,Kansas
71039,21051.0,Clay,Kentucky
71049,21075.0,Fulton,Kentucky
71200,23021.0,Piscataquis,Maine
71363,27089.0,Marshall,Minnesota
71368,27097.0,Morrison,Minnesota
71488,29007.0,Audrain,Missouri
71903,38063.0,Nelson,North Dakota
72387,48075.0,Childress,Texas
72446,48225.0,Houston,Texas
72502,48369.0,Parmer,Texas
73456,17017.0,Cass,Illinois
73539,17193.0,White,Illinois
73744,20081.0,Haskell,Kansas
74110,27023.0,Chippewa,Minnesota
74399,31051.0,Dixon,Nebraska
75213,48205.0,Hartley,Texas
76256,17069.0,Hardin,Illinois
76429,19035.0,Cherokee,Iowa
76452,19091.0,Humboldt,Iowa
76615,21105.0,Hickman,Kentucky
76929,27113.0,Pennington,Minnesota
77223,32015.0,Lander,Nevada
77572,40025.0,Cimarron,Oklahoma
78237,51720.0,Norton city,Virginia
78241,51141.0,Patrick,Virginia
79299,20047.0,Edwards,Kansas
79839,29033.0,Carroll,Missouri
79881,29133.0,Mississippi,Missouri
79970,31059.0,Fillmore,Nebraska
80261,38103.0,Wells,North Dakota
80721,48047.0,Brooks,Texas
80891,48483.0,Wheeler,Texas
81003,51091.0,Highland,Virginia
81366,5049.0,Fulton,Arkansas
82083,20025.0,Clark,Kansas
82099,20069.0,Gray,Kansas
82109,20097.0,Kiowa,Kansas
82130,20159.0,Rice,Kansas
82167,21039.0,Carlisle,Kentucky
82771,31077.0,Greeley,Nebraska
82797,31163.0,Sherman,Nebraska
82860,35021.0,Harding,New Mexico
83536,48079.0,Cochran,Texas
83603,48247.0,Jim Hogg,Texas
84900,20067.0,Grant,Kansas
84918,20119.0,Meade,Kansas
85551,30107.0,Wheatland,Montana
86208,46117.0,Stanley,South Dakota
86451,48353.0,Nolan,Texas
86453,48357.0,Ochiltree,Texas
86825,55123.0,Vernon,Wisconsin
87400,16059.0,Lemhi,Idaho
88414,31173.0,Thurston,Nebraska
88492,35059.0,Union,New Mexico
88604,37115.0,Madison,North Carolina
88666,38067.0,Pembina,North Dakota
89013,46089.0,McPherson,South Dakota
89543,54021.0,Gilmer,West Virginia
89750,2220.0,Sitka City and Borough,Alaska
91205,31095.0,Jefferson,Nebraska
91484,38073.0,Ransom,North Dakota
91819,46059.0,Hand,South Dakota
92359,54013.0,Calhoun,West Virginia
93300,19151.0,Pocahontas,Iowa
94006,31027.0,Cedar,Nebraska
94053,31175.0,Valley,Nebraska
94205,37029.0,Camden,North Carolina
94468,40127.0,Pushmataha,Oklahoma
94643,46043.0,Douglas,South Dakota
94809,48101.0,Cottle,Texas
95217,54075.0,Pocahontas,West Virginia
95462,5097.0,Montgomery,Arkansas
95510,6043.0,Mariposa,California
96202,20131.0,Nemaha,Kansas
96309,21169.0,Metcalfe,Kentucky
96318,21187.0,Owen,Kentucky
96618,27159.0,Wadena,Minnesota
97064,37075.0,Graham,North Carolina
97241,39163.0,Vinton,Ohio
97328,41025.0,Harney,Oregon
97475,46017.0,Buffalo,South Dakota
97728,48295.0,Lipscomb,Texas
97771,48399.0,Runnels,Texas
97906,51077.0,Grayson,Virginia
97932,51690.0,Martinsville city,Virginia
98935,19051.0,Davis,Iowa
99007,20023.0,Cheyenne,Kansas
99702,31063.0,Frontier,Nebraska
99811,35051.0,Sierra,New Mexico
99921,37095.0,Hyde,North Carolina
99960,37173.0,Swain,North Carolina
100331,46037.0,Day,South Dakota
101879,20077.0,Harper,Kansas
102561,31087.0,Hitchcock,Nebraska
103381,48169.0,Garza,Texas
103383,48173.0,Glasscock,Texas
104433,17009.0,Brown,Illinois
104630,19025.0,Calhoun,Iowa
104649,19067.0,Floyd,Iowa
104690,19161.0,Sac,Iowa
104703,19185.0,Wayne,Iowa
104762,20137.0,Norton,Kansas
105133,27065.0,Kanabec,Minnesota
105712,38075.0,Renville,North Dakota
106191,48043.0,Brewster,Texas
106678,55069.0,Lincoln,Wisconsin
107992,27051.0,Grant,Minnesota
108293,31101.0,Keith,Nebraska
109059,48045.0,Briscoe,Texas
109077,48083.0,Coleman,Texas
110096,13265.0,Taliaferro,Georgia
110415,19135.0,Monroe,Iowa
111049,29109.0,Lawrence,Missouri
111094,29211.0,Sullivan,Missouri
111161,31089.0,Holt,Nebraska
111428,37199.0,Yancey,North Carolina
112379,54085.0,Ritchie,West Virginia
113325,20013.0,Brown,Kansas
113342,20053.0,Ellsworth,Kansas
114013,31011.0,Boone,Nebraska
114440,40011.0,Blaine,Oklahoma
114962,48391.0,Refugio,Texas
116655,27121.0,Pope,Minnesota
117206,38057.0,Mercer,North Dakota
117486,72001.0,Adjuntas,Puerto Rico
117487,72003.0,Aguada,Puerto Rico
117488,72005.0,Aguadilla,Puerto Rico
117489,72007.0,Aguas Buenas,Puerto Rico
117490,72009.0,Aibonito,Puerto Rico
117491,72011.0,Anasco,Puerto Rico
117492,72013.0,Arecibo,Puerto Rico
117493,72015.0,Arroyo,Puerto Rico
117494,72017.0,Barceloneta,Puerto Rico
117495,72019.0,Barranquitas,Puerto Rico
117496,72021.0,Bayamon,Puerto Rico
117497,72023.0,Cabo Rojo,Puerto Rico
117498,72025.0,Caguas,Puerto Rico
117499,72027.0,Camuy,Puerto Rico
117500,72029.0,Canovanas,Puerto Rico
117501,72031.0,Carolina,Puerto Rico
117502,72033.0,Catano,Puerto Rico
117503,72035.0,Cayey,Puerto Rico
117504,72037.0,Ceiba,Puerto Rico
117505,72039.0,Ciales,Puerto Rico
117506,72041.0,Cidra,Puerto Rico
117507,72043.0,Coamo,Puerto Rico
117508,72045.0,Comerio,Puerto Rico
117509,72047.0,Corozal,Puerto Rico
117510,72051.0,Dorado,Puerto Rico
117511,72053.0,Fajardo,Puerto Rico
117512,72054.0,Florida,Puerto Rico
117513,72055.0,Guanica,Puerto Rico
117514,72057.0,Guayama,Puerto Rico
117515,72059.0,Guayanilla,Puerto Rico
117516,72061.0,Guaynabo,Puerto Rico
117517,72063.0,Gurabo,Puerto Rico
117518,72065.0,Hatillo,Puerto Rico
117519,72067.0,Hormigueros,Puerto Rico
117520,72069.0,Humacao,Puerto Rico
117521,72071.0,Isabela,Puerto Rico
117522,72073.0,Jayuya,Puerto Rico
117523,72075.0,Juana Diaz,Puerto Rico
117524,72077.0,Juncos,Puerto Rico
117525,72079.0,Lajas,Puerto Rico
117526,72081.0,Lares,Puerto Rico
117527,72083.0,Las Marias,Puerto Rico
117528,72085.0,Las Piedras,Puerto Rico
117529,72087.0,Loiza,Puerto Rico
117530,72089.0,Luquillo,Puerto Rico
117531,72091.0,Manati,Puerto Rico
117532,72095.0,Maunabo,Puerto Rico
117533,72097.0,Mayaguez,Puerto Rico
117534,72099.0,Moca,Puerto Rico
117535,72101.0,Morovis,Puerto Rico
117536,72103.0,Naguabo,Puerto Rico
117537,72105.0,Naranjito,Puerto Rico
117538,72107.0,Orocovis,Puerto Rico
117539,72109.0,Patillas,Puerto Rico
117540,72111.0,Penuelas,Puerto Rico
117541,72113.0,Ponce,Puerto Rico
117542,72115.0,Quebradillas,Puerto Rico
117543,72117.0,Rincon,Puerto Rico
117544,72119.0,Rio Grande,Puerto Rico
117545,72121.0,Sabana Grande,Puerto Rico
117546,72123.0,Salinas,Puerto Rico
117547,72125.0,San German,Puerto Rico
117548,72127.0,San Juan,Puerto Rico
117549,72129.0,San Lorenzo,Puerto Rico
117550,72131.0,San Sebastian,Puerto Rico
117551,72133.0,Santa Isabel,Puerto Rico
117552,72135.0,Toa Alta,Puerto Rico
117553,72137.0,Toa Baja,Puerto Rico
117554,72139.0,Trujillo Alto,Puerto Rico
117556,72141.0,Utuado,Puerto Rico
117557,72143.0,Vega Alta,Puerto Rico
117558,72145.0,Vega Baja,Puerto Rico
117559,72149.0,Villalba,Puerto Rico
117560,72151.0,Yabucoa,Puerto Rico
117561,72153.0,Yauco,Puerto Rico
117760,48017.0,Bailey,Texas
117790,48081.0,Coke,Texas
117793,48087.0,Collingsworth,Texas
118595,8111.0,San Juan,Colorado
119911,31171.0,Thomas,Nebraska
120348,41001.0,Baker,Oregon
120593,46051.0,Grant,South Dakota
120623,46137.0,Ziebach,South Dakota
121152,54015.0,Clay,West Virginia
121217,55041.0,Forest,Wisconsin
121367,2261.0,Valdez-Cordova Census Area,Alaska
121520,8017.0,Cheyenne,Colorado
121522,8021.0,Conejos,Colorado
121715,13125.0,Glascock,Georgia
122260,21095.0,Harlan,Kentucky
122567,27075.0,Lake,Minnesota
123127,38005.0,Benson,North Dakota
123160,38097.0,Traill,North Dakota
123498,72147.0,Vieques,Puerto Rico
123875,48417.0,Shackelford,Texas
123926,49031.0,Piute,Utah
124904,17151.0,Pope,Illinois
125054,19071.0,Fremont,Iowa
125090,19147.0,Palo Alto,Iowa
125882,32017.0,Lincoln,Nevada
126796,48267.0,Kimble,Texas
126848,48389.0,Reeves,Texas
128103,20003.0,Anderson,Kansas
128712,29105.0,Laclede,Missouri
128813,31045.0,Dawes,Nebraska
129958,51580.0,Covington city,Virginia
130462,6105.0,Trinity,California
130473,8011.0,Bent,Colorado
132630,47137.0,Pickett,Tennessee
137022,19093.0,Ida,Iowa
139802,17047.0,Edwards,Illinois
140000,19063.0,Emmet,Iowa
140814,31147.0,Richardson,Nebraska
144256,40149.0,Washita,Oklahoma
144531,46123.0,Tripp,South Dakota
145123,55013.0,Burnett,Wisconsin
145162,55091.0,Pepin,Wisconsin
146656,29065.0,Dent,Missouri
147637,48009.0,Archer,Texas
147703,48151.0,Fisher,Texas
147728,48207.0,Haskell,Texas
148347,5081.0,Little River,Arkansas
148855,17155.0,Putnam,Illinois
149219,21153.0,Magoffin,Kentucky
149714,29197.0,Schuyler,Missouri
149810,31129.0,Nuckolls,Nebraska
150413,72093.0,Maricao,Puerto Rico
151981,19003.0,Adams,Iowa
152037,19117.0,Lucas,Iowa
153110,38091.0,Steele,North Dakota
155145,20135.0,Ness,Kansas
155180,21013.0,Bell,Kentucky
155869,32029.0,Storey,Nevada
155917,35023.0,Hidalgo,New Mexico
158086,19159.0,Ringgold,Iowa
158305,21237.0,Wolfe,Kentucky
159018,37011.0,Avery,North Carolina
159115,38009.0,Bottineau,North Dakota
159257,40029.0,Coal,Oklahoma
159628,47067.0,Hancock,Tennessee
159839,48333.0,Mills,Texas
159875,48411.0,San Saba,Texas
160341,2997.0,Bristol Bay plus Lake and Peninsula,Alaska
160349,2188.0,Northwest Arctic Borough,Alaska
161247,21063.0,Elliott,Kentucky
162807,48191.0,Hall,Texas
166271,55067.0,Langlade,Wisconsin
166298,55119.0,Taylor,Wisconsin
166325,56031.0,Platte,Wyoming
166549,6091.0,Sierra,California
167208,20033.0,Comanche,Kansas
167229,20083.0,Hodgeman,Kansas
167237,20101.0,Lane,Kansas
167276,20195.0,Trego,Kansas
168218,38039.0,Griggs,North Dakota
169559,6035.0,Lassen,California
170664,27057.0,Hubbard,Minnesota
170839,29079.0,Grundy,Missouri
171914,48197.0,Hardeman,Texas
172032,48475.0,Ward,Texas
173988,31029.0,Chase,Nebraska
174742,46071.0,Jackson,South Dakota
175994,16009.0,Benewah,Idaho
178081,48377.0,Presidio,Texas
181060,48229.0,Hudspeth,Texas
182331,19053.0,Decatur,Iowa
183041,29137.0,Monroe,Missouri
183066,29203.0,Shannon,Missouri
183642,41037.0,Lake,Oregon
184178,48383.0,Reagan,Texas
184592,56045.0,Weston,Wyoming
184670,2185.0,North Slope Borough,Alaska
185610,21129.0,Lee,Kentucky
